바코드,이름,판매가격,파싱문자열,회사코드,품목코드,정규화바코드,표준코드후보,대표코드후보,업체코드,검증번호,상태
8.80644E+12,히아로겔/ 15g(H.POP),"10,000",6435000712,6435,00071,8806435000712 ,8806435000712 ,643500071,6435,2,OK
8.80644E+12,눈앤점안액0.5%(1회용) / (0.5mL*5)*6(OTC),"9,000",6435002242,6435,00224,8806435002242 ,8806435002242 ,643500224,6435,2,OK
8.80644E+12,목시딜액5% 30mL,"7,000",6435010032,6435,01003,8806435010032 ,8806435010032 ,643501003,6435,2,OK
8.80644E+12,무조날 크림/ 15g(NEW),"5,000",6435010520,6435,01052,8806435010520 ,8806435010520 ,643501052,6435,0,OK
8.80644E+12,복합써스펜 좌약/ 10S(NEW),"10,000",6435011442,6435,01144,8806435011442 ,8806435011442 ,643501144,6435,2,OK
8.80644E+12,소하자임플러스정 10T(PTP)(NEW),"3,000",6435013217,6435,01321,8806435013217 ,8806435013217 ,643501321,6435,7,OK
8.80644E+12,텐텐츄정/ 120T(NEW),"17,000",6435015716,6435,01571,8806435015716 ,8806435015716 ,643501571,6435,6,OK
8.80644E+12,"케어가글액(무색, 박하향) 1000mL(약국용)","10,000",6435024541,6435,02454,8806435024541 ,8806435024541 ,643502454,6435,1,OK
8.80644E+12,"케어가글액(무색,사과향) 250ml(약국용)","4,000",6435024589,6435,02458,8806435024589 ,8806435024589 ,643502458,6435,9,OK
8.80644E+12,텐텐츄정 120T,"19,000",6435028839,6435,02883,8806435028839 ,8806435028839 ,643502883,6435,9,OK
8.80644E+12,파워겔/1.0g*5,"9,000",6435031747,6435,03174,8806435031747 ,8806435031747 ,643503174,6435,7,OK
8.80644E+12,프리비정/ 30T*2,"35,000",6435055316,6435,05531,8806435055316 ,8806435055316 ,643505531,6435,6,OK
8.80644E+12,코앤나잘스프레이 15mL(140회),"10,000",6435062116,6435,06211,8806435062116 ,8806435062116 ,643506211,6435,6,OK
8.80644E+12,장쾌락시럽 15mL*30P,"30,000",6435065117,6435,06511,8806435065117 ,8806435065117 ,643506511,6435,7,OK
8.80644E+12,무조날쿨크림 15g,"7,000",6435067210,6435,06721,8806435067210 ,8806435067210 ,643506721,6435,0,OK
8.80644E+12,목앤스프레이 20mL,"10,000",6435070913,6435,07091,8806435070913 ,8806435070913 ,643507091,6435,3,OK
8.80644E+12,안토시안 60C,"28,000",6435071248,6435,07124,8806435071248 ,8806435071248 ,643507124,6435,8,OK
8.80644E+12,코앤쿨나잘스프레이 20mL,"10,000",6435073914,6435,07391,8806435073914 ,8806435073914 ,643507391,6435,4,OK
8.80644E+12,까스앤프리츄정80밀리그램 12T(PTP),"4,000",6435074812,6435,07481,8806435074812 ,8806435074812 ,643507481,6435,2,OK
8.80644E+12,무조날에스네일라카 6mL,"25,000",6435079411,6435,07941,8806435079411 ,8806435079411 ,643507941,6435,1,OK
8.80644E+12,한미치쏙정600밀리그램 30T*2,"40,000",6435081725,6435,08172,8806435081725 ,8806435081725 ,643508172,6435,5,OK
8.80644E+12,눈앤큐 15mL,"4,000",6435087218,6435,08721,8806435087218 ,8806435087218 ,643508721,6435,8,OK
8.80644E+12,리렉스담정 10T,"2,000",6435087911,6435,08791,8806435087911 ,8806435087911 ,643508791,6435,1,OK
8.80644E+12,눈앤쿨 0.5ml x 30관,"8,000",6435088024,6435,08802,8806435088024 ,8806435088024 ,643508802,6435,4,OK
8.80644E+12,코앤쿨 에스 30ml,"8,000",6435088116,6435,08811,8806435088116 ,8806435088116 ,643508811,6435,6,OK
8.80644E+12,마그네비 스피드액 20ml x 5P,"6,000",6435088529,6435,08852,8806435088529 ,8806435088529 ,643508852,6435,9,OK
8.80644E+12,무조날맥스 5ml,"15,000",6435088710,6435,08871,8806435088710 ,8806435088710 ,643508871,6435,0,OK
8.80644E+12,써스펜 키즈시럽 6ml x 10P,"4,000",6435089526,6435,08952,8806435089526 ,8806435089526 ,643508952,6435,6,OK
8.80644E+12,맥시부펜노즈 12C,"4,000",6435089618,6435,08961,8806435089618 ,8806435089618 ,643508961,6435,8,OK
8.80644E+12,맥시부펜콜드 12C,"4,000",6435089915,6435,08991,8806435089915 ,8806435089915 ,643508991,6435,5,OK
8.80644E+12,맥시부펜코프 12C,"4,000",6435090010,6435,09001,8806435090010 ,8806435090010 ,643509001,6435,0,OK
8.80644E+12,노바손크림 30g,"3,000",6436003125,6436,00312,8806436003125 ,8806436003125 ,643600312,6436,5,OK
8.80644E+12,후시메드 10g,"3,000",6436008328,6436,00832,8806436008328 ,8806436008328 ,643600832,6436,8,OK
8.80644E+12,바스포 10g,"2,500",6436010611,6436,01061,8806436010611 ,8806436010611 ,643601061,6436,1,OK
8.80644E+12,탁센 10C,"2,000",6436016712,6436,01671,8806436016712 ,8806436016712 ,643601671,6436,2,OK
8.80644E+12,탁센 30C,"5,500",6436016736,6436,01673,8806436016736 ,8806436016736 ,643601673,6436,6,OK
8.80644E+12,페리덱스 6g,"3,000",6436017214,6436,01721,8806436017214 ,8806436017214 ,643601721,6436,4,OK
8.80644E+12,제놀한방 5매,"2,500",6436033115,6436,03311,8806436033115 ,8806436033115 ,643603311,6436,5,OK
8.80644E+12,써버쿨 키드크림 15g,"2,500",6436035713,6436,03571,8806436035713 ,8806436035713 ,643603571,6436,3,OK
8.80644E+12,쿨드림 10C,"2,000",6436036413,6436,03641,8806436036413 ,8806436036413 ,643603641,6436,3,OK
8.80644E+12,알러샷 10C,"2,500",6436044814,6436,04481,8806436044814 ,8806436044814 ,643604481,6436,4,OK
8.80644E+12,제놀쿨 5매,"2,000",6436049819,6436,04981,8806436049819 ,8806436049819 ,643604981,6436,9,OK
8.80644E+12,디어미 21T,"6,000",6436050211,6436,05021,8806436050211 ,8806436050211 ,643605021,6436,1,OK
8.80644E+12,탁센400 이부프로펜 10C,"2,000",6436051911,6436,05191,8806436051911 ,8806436051911 ,643605191,6436,1,OK
8.80644E+12,로시놀 더블액션 크림 20g,"3,000",6436052512,6436,05251,8806436052512 ,8806436052512 ,643605251,6436,2,OK
8.80644E+12,백초시럽 5ml x 10개,"5,000",6436056022,6436,05602,8806436056022 ,8806436056022 ,643605602,6436,2,OK
8.80644E+12,스카힐골드겔 20g,"10,000",6436057029,6436,05702,8806436057029 ,8806436057029 ,643605702,6436,9,OK
8.80644E+12,탁센 덱시부프로펜 10C,"2,000",6436058613,6436,05861,8806436058613 ,8806436058613 ,643605861,6436,3,OK
8.80644E+12,디어미순 28T,"7,500",6436058811,6436,05881,8806436058811 ,8806436058811 ,643605881,6436,1,OK
8.80644E+12,탁센레이디 10C,"2,000",6436062719,6436,06271,8806436062719 ,8806436062719 ,643606271,6436,9,OK
8.80644E+12,탁센레이디 30C,"5,500",6436062726,6436,06272,8806436062726 ,8806436062726 ,643606272,6436,6,OK
8.80644E+12,로시놀액 30ml,"4,000",6436063617,6436,06361,8806436063617 ,8806436063617 ,643606361,6436,7,OK
8.80644E+12,탁센 아세트아미노펜 500ml 10정,"2,000",6436065413,6436,06541,8806436065413 ,8806436065413 ,643606541,6436,3,OK
8.80644E+12,써버쿨 에스 50ml,"4,000",6436067110,6436,06711,8806436067110 ,8806436067110 ,643606711,6436,0,OK
8.80644E+12,그린노즈플러스 10C,"2,500",6436067219,6436,06721,8806436067219 ,8806436067219 ,643606721,6436,9,OK
8.80644E+12,덴드로프쿨 120ml,"8,000",6438000429,6438,00042,8806438000429 ,8806438000429 ,643800042,6438,9,OK
8.80644E+12,스카덤겔 20g,"11,000",6438002119,6438,00211,8806438002119 ,8806438002119 ,643800211,6438,9,OK
8.80644E+12,[신신] 물파스 에스 90ml,"3,000",6438003321,6438,00332,8806438003321 ,8806438003321 ,643800332,6438,1,OK
8.80644E+12,[신신] 물파스 에스 120ml,"4,000",6438003352,6438,00335,8806438003352 ,8806438003352 ,643800335,6438,2,OK
8.80644E+12,티눈고 혼합형 2매,"4,000",6438003918,6438,00391,8806438003918 ,8806438003918 ,643800391,6438,8,OK
8.80644E+12,티눈밴드 8매,"3,000",6438004014,6438,00401,8806438004014 ,8806438004014 ,643800401,6438,4,OK
8.80644E+12,티눈밴드 발바닥형 6매,"3,000",6438004069,6438,00406,8806438004069 ,8806438004069 ,643800406,6438,9,OK
8.80644E+12,신신 티눈액(붓타입) 10ml,"4,000",6438004113,6438,00411,8806438004113 ,8806438004113 ,643800411,6438,3,OK
8.80644E+12,[신신] 신형) 아렉스 중형 10매,"2,800",6438004519,6438,00451,8806438004519 ,8806438004519 ,643800451,6438,9,OK
8.80644E+12,유라덤 50g,"4,000",6438007022,6438,00702,8806438007022 ,8806438007022 ,643800702,6438,2,OK
8.80644E+12,[신신] 케토크린 7매,"1,800",6438008036,6438,00803,8806438008036 ,8806438008036 ,643800803,6438,6,OK
8.80644E+12,노스엣 30ml,"8,000",6438012316,6438,01231,8806438012316 ,8806438012316 ,643801231,6438,6,OK
8.80644E+12,버래물(롤타입) 50ml,"3,000",6438012811,6438,01281,8806438012811 ,8806438012811 ,643801281,6438,1,OK
8.80644E+12,신신 아시클로버크림 10g,"3,000",6438015324,6438,01532,8806438015324 ,8806438015324 ,643801532,6438,4,OK
8.80644E+12,노스엣 센스 30ml,"8,000",6438016116,6438,01611,8806438016116 ,8806438016116 ,643801611,6438,6,OK
8.80644E+12,물린디키드 15g,"4,000",6438019919,6438,01991,8806438019919 ,8806438019919 ,643801991,6438,9,OK
8.80644E+12,[신신] 세라덤 30g,"3,000",6438020038,6438,02003,8806438020038 ,8806438020038 ,643802003,6438,8,OK
8.80644E+12,몽푸로겔,"6,000",6438020519,6438,02051,8806438020519 ,8806438020519 ,643802051,6438,9,OK
8.80644E+12,나오덤크림 20g,"3,000",6438021332,6438,02133,8806438021332 ,8806438021332 ,643802133,6438,2,OK
8.80644E+12,무조무알파 에어로솔 60g,"6,000",6438022315,6438,02231,8806438022315 ,8806438022315 ,643802231,6438,5,OK
8.80644E+12,무조무알파 에어로솔 120g,"9,500",6438022339,6438,02233,8806438022339 ,8806438022339 ,643802233,6438,9,OK
8.80644E+12,무조무원스 5g x 2EA,"15,000",6438026726,6438,02672,8806438026726 ,8806438026726 ,643802672,6438,6,OK
8.80644E+12,[신신] 찜파스 8매,"3,000",6438027013,6438,02701,8806438027013 ,8806438027013 ,643802701,6438,3,OK
8.80644E+12,록소크린 플라스타 10매,"3,000",6438027426,6438,02742,8806438027426 ,8806438027426 ,643802742,6438,6,OK
8.80644E+12,록소크린 12매,"3,000",6438027433,6438,02743,8806438027433 ,8806438027433 ,643802743,6438,3,OK
8.80644E+12,스카덤 클리어 20g,"12,000",6438029925,6438,02992,8806438029925 ,8806438029925 ,643802992,6438,5,OK
8.80644E+12,[신신] 플렉스 아렉스마일드 6매,"4,000",6438031225,6438,03122,8806438031225 ,8806438031225 ,643803122,6438,5,OK
8.80644E+12,신신 삼소음액 75ml x 10포,"9,000",6438031522,6438,03152,8806438031522 ,8806438031522 ,643803152,6438,2,OK
8.80644E+12,신신 갈근탕액 75ml x 10포,"9,000",6438031621,6438,03162,8806438031621 ,8806438031621 ,643803162,6438,1,OK
8.80644E+12,신신 쌍화탕액 75ml x 10포,"9,000",6438031720,6438,03172,8806438031720 ,8806438031720 ,643803172,6438,0,OK
8.80644E+12,신신 소청룡탕액 75ml x 10포,"9,000",6438031829,6438,03182,8806438031829 ,8806438031829 ,643803182,6438,9,OK
8.80644E+12,[신신] 아렉스 로션 100ml,"4,500",6438032918,6438,03291,8806438032918 ,8806438032918 ,643803291,6438,8,OK
8.80644E+12,미야리산 70g,"25,000",6438033717,6438,03371,8806438033717 ,8806438033717 ,643803371,6438,7,OK
8.80644E+12,[신신] 플렉스 캐네펜 6매,"4,000",6438034424,6438,03442,8806438034424 ,8806438034424 ,643803442,6438,4,OK
8.80644E+12,물린디쿨 50ml,"4,000",6438035216,6438,03521,8806438035216 ,8806438035216 ,643803521,6438,6,OK
8.80644E+12,티눈밴드S 8매,"5,000",6438035315,6438,03531,8806438035315 ,8806438035315 ,643803531,6438,5,OK
8.80644E+12,티눈밴드S 발바닥형 6매,"5,000",6438035339,6438,03533,8806438035339 ,8806438035339 ,643803533,6438,9,OK
8.80644E+12,[신신] 디클로맥스 6매,"4,000",6438037012,6438,03701,8806438037012 ,8806438037012 ,643803701,6438,2,OK
8.80644E+12,아크덤겔 30g,"8,000",6438037210,6438,03721,8806438037210 ,8806438037210 ,643803721,6438,0,OK
8.80644E+12,신신플렉스 10T,"2,000",6438037418,6438,03741,8806438037418 ,8806438037418 ,643803741,6438,8,OK
8.80644E+12,[신신] 플렉스 한방 6매,"4,000",6438037913,6438,03791,8806438037913 ,8806438037913 ,643803791,6438,3,OK
8.80644E+12,디클로맥스겔 80g,"9,000",6438038514,6438,03851,8806438038514 ,8806438038514 ,643803851,6438,4,OK
8.80644E+12,무조무네일외용액 6ml,"8,000",6438039016,6438,03901,8806438039016 ,8806438039016 ,643803901,6438,6,OK
8.80644E+12,삼일 어린이 부루펜시럽 90ml,"6,000",6439009117,6439,00911,8806439009117 ,8806439009117 ,643900911,6439,7,OK
8.80644E+12,티어실 에어로솔 60g,"7,000",6439036113,6439,03611,8806439036113 ,8806439036113 ,643903611,6439,3,OK
8.80644E+12,노보민시럽(성인용) 2P,"2,000",6440000820,6440,00082,8806440000820 ,8806440000820 ,644000082,6440,0,OK
8.80644E+12,소보민시럽(어린이용) 2P,"2,000",6440039721,6440,03972,8806440039721 ,8806440039721 ,644003972,6440,1,OK
8.80645E+12,리보테인 정 30c,"5,000",6446001951,6446,00195,8806446001951 ,8806446001951 ,644600195,6446,1,OK
8.80645E+12,리보테인 100T,"15,000",6446001968,6446,00196,8806446001968 ,8806446001968 ,644600196,6446,8,OK
8.80645E+12,디오스민 60C,"23,000",6446010021,6446,01002,8806446010021 ,8806446010021 ,644601002,6446,1,OK
8.80645E+12,훼마틴 에이 10ml x 30P,"55,000",6446015620,6446,01562,8806446015620 ,8806446015620 ,644601562,6446,0,OK
8.80645E+12,엘라스에이 7ml x 10V,"45,000",6446023526,6446,02352,8806446023526 ,8806446023526 ,644602352,6446,6,OK
8.80645E+12,헤파토스 시럽 200ml*3v,"8,000",6446042046,6446,04204,8806446042046 ,8806446042046 ,644604204,6446,6,OK
8.80645E+12,조은아이 400ml,"30,000",6446042510,6446,04251,8806446042510 ,8806446042510 ,644604251,6446,0,OK
8.80645E+12,엘레멘 에프시럽 50ml,"5,500",6446043012,6446,04301,8806446043012 ,8806446043012 ,644604301,6446,2,OK
8.80645E+12,조은아이 엠플러스 400ml,"35,000",6446043715,6446,04371,8806446043715 ,8806446043715 ,644604371,6446,5,OK
8.80645E+12,자하골드액 20ml x 30V,"100,000",6446045122,6446,04512,8806446045122 ,8806446045122 ,644604512,6446,2,OK
8.80645E+12,자하골드액 20ml x 60V,"170,000",6446045139,6446,04513,8806446045139 ,8806446045139 ,644604513,6446,9,OK
8.80645E+12,트라스트,"20,000",6447022283,6447,02228,8806447022283 ,8806447022283 ,644702228,6447,3,OK
8806448002215 8806448002215,노비프록스,"9,000",64480022158806448002215,6448,00221,88064480022158806448002215,8806448002215 ,644800221,6448,5,OK
8.80645E+12,도미나크림 60g,"40,000",6448003113,6448,00311,8806448003113 ,8806448003113 ,644800311,6448,3,OK
8806448003113 8806448003113,도미나크림 60g,"40,000",64480031138806448003113,6448,00311,88064480031138806448003113,8806448003113 ,644800311,6448,3,OK
8.80645E+12,도미나크림 50g,"38,000",6448003168,6448,00316,8806448003168 ,8806448003168 ,644800316,6448,8,OK
8806448003168 8806448003168,도미나크림 50g,"38,000",64480031688806448003168,6448,00316,88064480031688806448003168,8806448003168 ,644800316,6448,8,OK
8806448006510 8806448006510,메카인정 2정*50,900,64480065108806448006510,6448,00651,88064480065108806448006510,8806448006510 ,644800651,6448,0,OK
8.80645E+12,박트리안,"3,000",6448009016,6448,00901,8806448009016 ,8806448009016 ,644800901,6448,6,OK
8806448009016 8806448009016,박트리안,"4,000",64480090168806448009016,6448,00901,88064480090168806448009016,8806448009016 ,644800901,6448,6,OK
8.80645E+12,베이덤연고 50g,"3,000",6448009412,6448,00941,8806448009412 ,8806448009412 ,644800941,6448,2,OK
8806448009412 8806448009412,베이덤연고 50g,"4,000",64480094128806448009412,6448,00941,88064480094128806448009412,8806448009412 ,644800941,6448,2,OK
8.80645E+12,벤트락스겔 20g,"14,000",6448009641,6448,00964,8806448009641 ,8806448009641 ,644800964,6448,1,OK
8806448009641 8806448009641,벤트락스겔 20g,"14,000",64480096418806448009641,6448,00964,88064480096418806448009641,8806448009641 ,644800964,6448,1,OK
8.80645E+12,아비나파스타,"4,000",6448012313,6448,01231,8806448012313 ,8806448012313 ,644801231,6448,3,OK
8806448012313 8806448012313,아비나파스타,"4,000",64480123138806448012313,6448,01231,88064480123138806448012313,8806448012313 ,644801231,6448,3,OK
8806448014713 8806448014713,엘린플러스크림,"4,000",64480147138806448014713,6448,01471,88064480147138806448014713,8806448014713 ,644801471,6448,3,OK
8806448016427 8806448016427,제올라S액,"4,000",64480164278806448016427,6448,01642,88064480164278806448016427,8806448016427 ,644801642,6448,7,OK
8806448016519 8806448016519,제올라크림,"3,000",64480165198806448016519,6448,01651,88064480165198806448016519,8806448016519 ,644801651,6448,9,OK
8.80645E+12,아즈렌S크림 30g,"5,000",6448022718,6448,02271,8806448022718 ,8806448022718 ,644802271,6448,8,OK
8806448022718 8806448022718,아즈렌S크림 30g,"5,000",64480227188806448022718,6448,02271,88064480227188806448022718,8806448022718 ,644802271,6448,8,OK
8806448030911 8806448030911,하이로손 20g,"2,500",64480309118806448030911,6448,03091,88064480309118806448030911,8806448030911 ,644803091,6448,1,OK
8806448033028 8806448033028,벤트플라겔 15g,"7,000",64480330288806448033028,6448,03302,88064480330288806448033028,8806448033028 ,644803302,6448,8,OK
8806448039938 8806448039938,이클린탁스130g,"8,000",64480399388806448039938,6448,03993,88064480399388806448039938,8806448039938 ,644803993,6448,8,OK
8.80645E+12,티트로신 10g,"4,000",6448046622,6448,04662,8806448046622 ,8806448046622 ,644804662,6448,2,OK
8806448046622 8806448046622,티트로신 10g,"4,000",64480466228806448046622,6448,04662,88064480466228806448046622,8806448046622 ,644804662,6448,2,OK
8.80645E+12,목앤탁인후스프레이 30ml,"7,000",6448055419,6448,05541,8806448055419 ,8806448055419 ,644805541,6448,9,OK
8806448055419 8806448055419,목앤탁인후스프레이 30ml,"7,000",64480554198806448055419,6448,05541,88064480554198806448055419,8806448055419 ,644805541,6448,9,OK
8.80645E+12,태극우레아연고,"5,000",6448057314,6448,05731,8806448057314 ,8806448057314 ,644805731,6448,4,OK
8806448057314 8806448057314,태극우레아연고,"5,000",64480573148806448057314,6448,05731,88064480573148806448057314,8806448057314 ,644805731,6448,4,OK
8806448058823 8806448058823,아크스카클리어겔 20g,"10,000",64480588238806448058823,6448,05882,88064480588238806448058823,8806448058823 ,644805882,6448,3,OK
8806448059615 8806448059615,비오딜정 30정*2,"30,000",64480596158806448059615,6448,05961,88064480596158806448059615,8806448059615 ,644805961,6448,5,OK
8806448064510 8806448064510,미녹시딜바이그루트액3%,"30,000",64480645108806448064510,6448,06451,88064480645108806448064510,8806448064510 ,644806451,6448,0,OK
8806448064633 8806448064633,미녹시딜바이그루트액 5%,"30,000",64480646338806448064633,6448,06463,88064480646338806448064633,8806448064633 ,644806463,6448,3,OK
8.80645E+12,아크클리어크림 20g,"10,000",6448065821,6448,06582,8806448065821 ,8806448065821 ,644806582,6448,1,OK
8806448065821 8806448065821,아크클리어겔 20g,"10,000",64480658218806448065821,6448,06582,88064480658218806448065821,8806448065821 ,644806582,6448,1,OK
8.80645E+12,도미나라이트크림 40g,"20,000",6448066156,6448,06615,8806448066156 ,8806448066156 ,644806615,6448,6,OK
8806448066156 8806448066156,도미나라이트크림 40g,"20,000",64480661568806448066156,6448,06615,88064480661568806448066156,8806448066156 ,644806615,6448,6,OK
8.80645E+12,메타리빈 (핑크퐁),"6,000",6448067214,6448,06721,8806448067214 ,8806448067214 ,644806721,6448,4,OK
8806448067214 8806448067214,메타리빈 (핑크퐁),"6,000",64480672148806448067214,6448,06721,88064480672148806448067214,8806448067214 ,644806721,6448,4,OK
8.80645E+12,프렌즈 아이드롭 쿨 14ml,"4,000",6449043149,6449,04314,8806449043149 ,8806449043149 ,644904314,6449,9,OK
8.80645E+12,프렌즈 아이드롭 순 14ml,"4,000",6449043156,6449,04315,8806449043156 ,8806449043156 ,644904315,6449,6,OK
8.80645E+12,프렌즈 아이드롭 쿨하이 14ml,"4,000",6449043163,6449,04316,8806449043163 ,8806449043163 ,644904316,6449,3,OK
8.80645E+12,훼럼키드액 60ml,"13,000",6449047147,6449,04714,8806449047147 ,8806449047147 ,644904714,6449,7,OK
8.80645E+12,화콜씨 코프연질캡슐 10C,"2,500",6449141517,6449,14151,8806449141517 ,8806449141517 ,644914151,6449,7,OK
