바코드,이름,판매가격,파싱문자열,회사코드,품목코드
8806448066156 ,도미나라이트크림 40g,"20,000",6448066156,6448,0661
8806448066156 8806448066156,도미나라이트크림 40g,"20,000",64480661568806448066156,6448,0661
8806448067214 ,메타리빈 (핑크퐁),"6,000",6448067214,6448,0672
8806448067214 8806448067214,메타리빈 (핑크퐁),"6,000",64480672148806448067214,6448,0672
8806449043149 ,프렌즈 아이드롭 쿨 14ml,"4,000",6449043149,6449,0431
8806449043156 ,프렌즈 아이드롭 순 14ml,"4,000",6449043156,6449,0431
8806449043163 ,프렌즈 아이드롭 쿨하이 14ml,"4,000",6449043163,6449,0431
8806449047147 ,훼럼키드액 60ml,"13,000",6449047147,6449,0471
8806449141517 ,화콜씨 코프연질캡슐 10C,"2,500",6449141517,6449,1415
8806449141616 ,화콜씨 노즈연질캡슐 10C,"2,500",6449141616,6449,1416
8806449141715 ,화콜씨 콜드 10C,"2,500",6449141715,6449,1417
8806449143610 ,노블루 20g,"9,000",6449143610,6449,1436
8806449147915 ,베베클 20ml,"5,500",6449147915,6449,1479
8806449148929 ,마이드롭 0.5ml x 30EA,"10,000",6449148929,6449,1489
8806449149148 ,가네톡액 15ml x 22P,"25,000",6449149148,6449,1491
8806449151615 ,프렌즈 아이드롭 아이스 14ml,"4,000",6449151615,6449,1516
8806452041545 ,스벨트 720T(360T x 2EA),"80,000",6452041545,6452,0415
8806453001616 ,다제스 10C,"2,500",6453001616,6453,0016
8806453001685 ,다제스 30C,"6,500",6453001685,6453,0016
8806453017723 ,[한림] 큐티스점안액 15ml,"2,000",6453017723,6453,0177
8806453021423 ,[한림] 포티텐점안액 15ml,"3,000",6453021423,6453,0214
8806453058429 ,맥스클리어 0.5ml x 30관,"7,000",6453058429,6453,0584
8806453062525 ,나조린 0.5ml x 10관,"2,000",6453062525,6453,0625
8806456060221 ,[일양] 플록펜 첩부제 10매,"3,000",6456060221,6456,0602
8806458000331 ,한솔 금왕심단(천왕보심단) 60P(30P x 2EA),"40,000",6458000331,6458,0003
8806458000447 ,[한솔]기가천과립 60P,"20,000",6458000447,6458,0004
8806458001017 ,마이에신정[한솔] 10T,"2,000",6458001017,6458,0010
8806458001147 ,한솔 맥기천(맥문동탕) 60P,"20,000",6458001147,6458,0011
8806458001222 ,[한솔] 미네르바 30P,"20,000",6458001222,6458,0012
8806458001857 ,한솔 브루나(당귀수산) 60P,"20,000",6458001857,6458,0018
8806458002045 ,한솔 상위정(반하사심탕),"20,000",6458002045,6458,0020
8806458002328 ,한솔 생위단(연라환),"80,000",6458002328,6458,0023
8806458002427 ,한솔 숙치환(삼황지출환) 60포,"20,000",6458002427,6458,0024
8806458002830 ,한솔 연통환(강활유풍탕),"80,000",6458002830,6458,0028
8806458002844 ,한솔 연통환(강활유풍탕),"80,000",6458002844,6458,0028
8806458002936 ,한솔 옥미인단(청혈온보단),"80,000",6458002936,6458,0029
8806458003219 ,[한솔]작감정 10T,"2,000",6458003219,6458,0032
8806458003226 ,작감정 500mg 20T,"3,500",6458003226,6458,0032
8806458003592 ,정정보환(온신산) 120P,"100,000",6458003592,6458,0035
8806458003820 ,한솔 청상기가환(청상보하환),"40,000",6458003820,6458,0038
8806458003834 ,한솔 청상기가환(청상보하환),"40,000",6458003834,6458,0038
8806458003929 ,한솔 치위환,"40,000",6458003929,6458,0039
8806458004148 ,[한솔]쾌비정 60포,"20,000",6458004148,6458,0041
8806458004247 ,한솔 패감산(인삼패독산) 60P,"20,000",6458004247,6458,0042
8806458004742 ,한솔 갈근탕 60P,"20,000",6458004742,6458,0047
8806458013546 ,한솔 해농정(배농산급탕) 240정,"20,000",6458013546,6458,0135
8806458013553 ,해농정[한솔] 10T,"2,000",6458013553,6458,0135
8806458013744 ,[한솔]행기탕과립 60P,"20,000",6458013744,6458,0137
8806458013935 ,한솔 황간정(황련해독탕) 60P,"24,000",6458013935,6458,0139
8806458014529 ,[한솔]넥스콜환(은교산환) 60P,"20,000",6458014529,6458,0145
8806458014727 ,한솔 위평원(반하사심탕) 60P,"20,000",6458014727,6458,0147
8806458014819 ,[일양] 세티스 10T,"1,500",6458014819,6458,0148
8806458026317 ,[일양] 아시클로버크림 5g,"2,000",6458026317,6458,0263
8806458026515 ,[일양] 노바론크림 30g,"3,000",6458026515,6458,0265
8806458026621 ,[일양] 쎄레톤 35g,"3,000",6458026621,6458,0266
8806458027819 ,[알피바이오]제로민 연질캡슐 10C,"1,800",6458027819,6458,0278
8806458034817 ,[알피바이오]한솔 이부프로펜 10C,"1,500",6458034817,6458,0348
8806458035050 ,티나케어점안액[바이넥스],"3,000",6458035050,6458,0350
8806458040528 ,[한솔] 소체환 120P,"30,000",6458040528,6458,0405
8806458041112 ,[일양] 락토딘 10C,"2,000",6458041112,6458,0411
8806458041518 ,기가파워[알피바이오] 10C,"1,800",6458041518,6458,0415
8806458042027 ,넥크린(향성파적환)[한솔] 6P,"2,500",6458042027,6458,0420
8806458042423 ,한솔 은교산 5p,"3,000",6458042423,6458,0424
8806458042522 ,한솔 용담사간탕엑스과립-스틱,"2,500",6458042522,6458,0425
8806458044212 ,트리븐정[한솔] 10T,"2,000",6458044212,6458,0442
8806458044335 ,[한솔] 렉스펜에스 10T,"2,000",6458044335,6458,0443
8806459026026 ,카네마졸 질정 100mg 6EA,"3,000",6459026026,6459,0260
8806470002924 ,위드원엘 6P,"5,000",6470002924,6470,0029
8806470003129 ,미니온 96P,"9,000",6470003129,6470,0031
8806470004935 ,안티포스연고[일양],"3,000",6470004935,6470,0049
8806470007110 ,안티클로크림[일양],"4,000",6470007110,6470,0071
8806473007551 ,알벤다졸정[HLB],800,6473007551,6473,0075
8806473007858 ,[HLB] 피록시캄겔 50g,"6,000",6473007858,6473,0078
8806473009517 ,지노베타딘 질좌제 10EA,"9,000",6473009517,6473,0095
8806473011725 ,[HLB] 프라맥스크림 35g,"5,000",6473011725,6473,0117
8806473027818 ,[HLB] 클리마졸 질정 6T,"2,500",6473027818,6473,0278
8806473041319 ,[HLB] 프라맥스 10T,"7,000",6473041319,6473,0413
8806476011555 ,자하생력액 20ml x 40V,"120,000",6476011555,6476,0115
8806476011579 ,자하생력액 20ml x 80V,"230,000",6476011579,6476,0115
8806476017526 ,경남비타민씨 300T,"18,000",6476017526,6476,0175
8806476027518 ,트라부틴 100mg 10T,"2,000",6476027518,6476,0275
8806476030112 ,미놀에프 페퍼민트맛 12T,"4,000",6476030112,6476,0301
8806476030181 ,미놀에프 복숭아맛 12T,"4,000",6476030181,6476,0301
8806476032710 ,경남나프록센 10C,"1,500",6476032710,6476,0327
8806476033427 ,피엠네일라카 6ml,"8,000",6476033427,6476,0334
8806476035018 ,피엠외용액 50ml,"5,000",6476035018,6476,0350
8806476037326 ,비타메드 레모나(카카오) 3g x 10P,"2,500",6476037326,6476,0373
8806476037340 ,비타메드 레모나(틴케이스) 3g x 60P,"14,000",6476037340,6476,0373
8806476037357 ,비타메드 레모나(틴케이스/카카오) 3g x 100P,"19,000",6476037357,6476,0373
8806476038019 ,마가렉스 10T,"2,000",6476038019,6476,0380
8806476038613 ,판테뉴(D-판테놀) 30g,"5,000",6476038613,6476,0386
8806476039122 ,파워비큐 콘티뉴800 60T,"40,000",6476039122,6476,0391
8806476039214 ,트라부틴 200mg,"2,500",6476039214,6476,0392
8806476039627 ,알러나딘 20정,"2,500",6476039627,6476,0396
8806476040616 ,경남 하이플러스정 10T,"1,800",6476040616,6476,0406
8806478000410 ,게보린 10T,"3,300",6478000410,6478,0004
8806478000427 ,게보린 30T,"9,000",6478000427,6478,0004
8806478004111 ,레피즈 10C,"2,000",6478004111,6478,0041
8806478014561 ,아네모 20T,"4,000",6478014561,6478,0145
8806478015629 ,안정액(병) 50ml,"2,000",6478015629,6478,0156
8806478015643 ,안정액 50ml x 5P,"8,000",6478015643,6478,0156
8806478018392 ,오스테민 120C,"25,000",6478018392,6478,0183
8806478021538 ,콘로인 60C,"20,000",6478021538,6478,0215
8806478023457 ,트레스탄 20C,"10,000",6478023457,6478,0234
8806478027127 ,화인코프에이 10C,"2,000",6478027127,6478,0271
8806478053928 ,아나파치 30T,"15,000",6478053928,6478,0539
8806478057124 ,아이스콘 30관,"7,000",6478057124,6478,0571
8806478059029 ,히어로쿨산 딸기바나나향 10p,"3,500",6478059029,6478,0590
8806483000429 ,그린관장약 30ml*50,"20,000",6483000429,6483,0004
8806483002256 ,그린 포비돈 스틱스왑 2x6,"3,500",6483002256,6483,0022
8806483002287 ,포비돈스틱스왑 50EA(1.5ml x 2P),"18,000",6483002287,6483,0022
8806483002317 ,그린 포비돈 요오드10% 25ml,"1,000",6483002317,6483,0023
8806483011418 ,[삼진] 그린 모이스쳐액 15ml,"8,000",6483011418,6483,0114
8806490021414 ,디오맥스 600mg,"30,000",6490021414,6490,0214
8806492000137 ,미보 10g,"8,000",6492000137,6492,0001
8806497024008 ,애크논,"10,000",6497024008,6497,0240
8806498 030015,키미테,"4,500",6498030015,6498,0300
8806498 037045,하이스탈,"1,500",6498037045,6498,0370
8806498 066519,리드펜,"1,500",6498066519,6498,0665
8806498 066618,프로센골드,"1,500",6498066618,6498,0666
8806498004733 ,레스톨 20C,"3,500",6498004733,6498,0047
8806498019539 ,사노바 스프레이 10g,"6,000",6498019539,6498,0195
8806498025639 ,[명문] 엠티 20T,"2,500",6498025639,6498,0256
8806498030015 ,키미테패취 (성인용) 2EA,"4,500",6498030015,6498,0300
8806498037045 ,하이스탈 10T,"1,500",6498037045,6498,0370
8806498055117 ,케이팜 10매,"1,800",6498055117,6498,0551
8806498061439 ,사노바겔 0.7g x 5P,"6,000",6498061439,6498,0614
8806498061712 ,페르빈(펠비낙48mg) 6매,"2,500",6498061712,6498,0617
8806498066519 ,리드펜플러스 10C,"1,500",6498066519,6498,0665
8806498066618 ,프로센골드 10C,"1,500",6498066618,6498,0666
8806502024726 ,폴락스산 10g x 10P,"15,000",6502024726,6502,0247
8806503037619 ,써버쿨 플라스타 30매,"4,500",6503037619,6503,0376
8806516009016 ,헤파멜즈산 3.6g x 60포,"80,000",6516009016,6516,0090
8806519017131 ,이가탄F 60C,"19,000",6519017131,6519,0171
8806519041010 ,메이킨Q 20T,"4,800",6519041010,6519,0410
8806519041034 ,메이킨Q 40T,"8,500",6519041034,6519,0410
8806521002613 ,[한독] 로푸록스겔 20g,"4,000",6521002613,6521,0026
8806521002712 ,[한독] 로푸록스 네일카라 3g,"10,000",6521002712,6521,0027
8806521009636 ,알레그라정 120mg 10T,"5,500",6521009636,6521,0096
8806521009643 ,알레그라정 120mg 20T,"8,000",6521009643,6521,0096
8806521012018 ,[한독] 캄비손 소프트크림 10g,"2,500",6521012018,6521,0120
8806521016917 ,[한독] 훼스탈 골드 30T,"7,000",6521016917,6521,0169
8806521017228 ,[한독] 훼스탈 100T,"20,000",6521017228,6521,0172
8806521017259 ,[한독] 훼스탈 20T,"4,500",6521017259,6521,0172
8806521045511 ,[한독] 클리어틴 외용액 2% 100g,"9,000",6521045511,6521,0455
8806521052885 ,[한독] 케토톱 핫 34매,"10,000",6521052885,6521,0528
8806521052892 ,[한독] 케토톱 오리지날 40매,"9,900",6521052892,6521,0528
8806521058313 ,[한독] 케토톱 밴드타입 혼합형 40매,"3,500",6521058313,6521,0583
8806521058429 ,[한독] 훼스탈 슈퍼자임 12T,"5,000",6521058429,6521,0584
8806521059419 ,[한독] 이치레스큐 30매입,"5,000",6521059419,6521,0594
8806521059716 ,[한독] 케토톱 액티브 쿨 40매,"9,900",6521059716,6521,0597
8806526062414 ,머시론 21T,"8,500",6526062414,6526,0624
8806526072611 ,세나트리플 12C,"10,000",6526072611,6526,0726
8806530020424 ,지노베타딘 질세정액 180ml,"10,500",6530020424,6530,0204
8806534005427 ,마데카솔분말 10g,"9,000",6534005427,6534,0054
8806534005434 ,마데카솔분말 30g,"15,000",6534005434,6534,0054
8806534006738 ,복합 마데카솔 15g,"8,000",6534006738,6534,0067
8806534007933 ,오라메디 10g,"7,000",6534007933,6534,0079
8806534008527 ,인사돌 100T,"27,000",6534008527,6534,0085
8806534008589 ,인사돌 300T(병),"66,000",6534008589,6534,0085
8806534008633 ,인사돌 플러스 100T,"29,000",6534008633,6534,0086
8806534008671 ,인사돌 플러스 270T(병),"66,000",6534008671,6534,0086
8806534012630 ,훼라민큐 300T(병),"75,000",6534012630,6534,0126
8806534012647 ,훼라민큐 120T,"40,000",6534012647,6534,0126
8806534012661 ,훼라민 큐 180T,"55,000",6534012661,6534,0126
8806534016416 ,마데카솔 케어 6g,"4,500",6534016416,6534,0164
8806534016423 ,마데카솔 케어 10g,"6,500",6534016423,6534,0164
8806534020727 ,판시딜 180C,"70,000",6534020727,6534,0207
8806534020741 ,판시딜 270C,"100,000",6534020741,6534,0207
8806534020758 ,판시딜 360C,"110,000",6534020758,6534,0207
8806534025241 ,센시아(병) 180T,"64,000",6534025241,6534,0252
8806534025258 ,센시아 90T,"45,000",6534025258,6534,0252
8806534025265 ,센시아 120T,"48,000",6534025265,6534,0252
8806534029720 ,위스콘더블액션현탁액 4P,"4,000",6534029720,6534,0297
8806534036919 ,치젤연고 30g,"6,000",6534036919,6534,0369
8806534037916 ,치센 캡슐 60C,"25,000",6534037916,6534,0379
8806534037930 ,치센 캡슐 120C,"40,000",6534037930,6534,0379
8806534037947 ,치센 캡슐 180C,"50,000",6534037947,6534,0379
8806534038913 ,치아로겔 15g,"7,000",6534038913,6534,0389
8806534039316 ,콜드펜노즈 10C,"1,000",6534039316,6534,0393
8806534039415 ,콜드펜 10C,"1,000",6534039415,6534,0394
8806534039514 ,콜드펜코프 10C,"1,000",6534039514,6534,0395
8806534047816 ,카리토포텐 60C,"35,000",6534047816,6534,0478
8806534047830 ,카리토포텐 100C,"50,000",6534047830,6534,0478
8806534048325 ,마데카솔겔 10g,"7,500",6534048325,6534,0483
8806534048332 ,마데카솔겔 20g,"12,000",6534048332,6534,0483
8806534049018 ,트로앤텍 스프레이 30ml,"6,500",6534049018,6534,0490
8806534049124 ,리클란점안액0.5mL 30관,"12,000",6534049124,6534,0491
8806534053916 ,사라펜쿨 대형 7매,"3,000",6534053916,6534,0539
8806534054111 ,센스팟 크림 20g,"9,000",6534054111,6534,0541
8806534054814 ,코즈굿 30ml,"12,000",6534054814,6534,0548
8806534056719 ,인사큐어액 10ml x 10P,"10,000",6534056719,6534,0567
8806534057716 ,센스킨 20g,"5,000",6534057716,6534,0577
8806534059512 ,센스힐겔 20g,"7,000",6534059512,6534,0595
8806534060112 ,치센정 60T,"40,000",6534060112,6534,0601
8806534060228 ,아르기샷 20ml x 5P,"6,000",6534060228,6534,0602
8806534061416 ,오라비텐 액티브 정 20T,"8,000",6534061416,6534,0614
8806537002461 ,마그밀 210T,"12,000",6537002461,6537,0024
8806541001108 ,[유씨]지르텍10mg10정,"4,500",6541001108,6541,0011
8806543018913 ,[광동] 알지렉스 10T,"1,500",6543018913,6543,0189
8806557002717 ,엘크라넬알파액 100ml,"38,000",6557002717,6557,0027
8806574000239 ,나라마이드산 20g,"5,000",6574000239,6574,0002
8806574000314 ,데오클렌 30ml,"8,000",6574000314,6574,0003
8806574002615 ,포비돈 소독액 25ml,"1,000",6574002615,6574,0026
8806574003315 ,애니클렌액 50ml,"4,000",6574003315,6574,0033
8806574003537 ,성광 티눈액 15ml,"2,000",6574003537,6574,0035
8806574006811 ,세네풀에스액 30ml,"1,000",6574006811,6574,0068
8806574007719 ,물린더겔(튜브) 20g,"3,500",6574007719,6574,0077
8806574008020 ,스웨트롤 패드액 5EA,"15,000",6574008020,6574,0080
8806574011013 ,포비딘 인후스프레이 50ml,"7,000",6574011013,6574,0110
8806574014335 ,[퍼슨]치치엔 더블유크림 2g x 10개,"18,000",6574014335,6574,0143
8806574015318 ,헤리엔톡크림 5g,"6,000",6574015318,6574,0153
8806574015523 ,페리톡겔 10g,"7,000",6574015523,6574,0155
8806574015714 ,듀오케어액 15ml,"5,000",6574015714,6574,0157
8806574016711 ,스웨티브 센스 30ml,"8,000",6574016711,6574,0167
8806575 034813,로페리,"2,000",6575034813,6575,0348
8806575008814 ,이모나캡슐 10C,"2,000",6575008814,6575,0088
8806575034813 ,[경보] 로페리 10C,"2,000",6575034813,6575,0348
8806581000543 ,한풍 드루산(갈근탕) 4g x 5p,"3,000",6581000543,6581,0005
8806581004435 ,리버쿨환 1.2g x 120포,"60,000",6581004435,6581,0044
8806581005357 ,한풍 맥그론포 4g x 5p,"3,000",6581005357,6581,0053
8806581006439 ,반사신 4g x 5p,"3,000",6581006439,6581,0064
8806581009393 ,순심환 3g x 10P,"8,000",6581009393,6581,0093
8806581016049 ,치지래 1.5g x 30P,"16,000",6581016049,6581,0160
8806581020022 ,한풍 공진단 10환,"380,000",6581020022,6581,0200
8806581020053 ,한풍 공진단 3환,"130,000",6581020053,6581,0200
8806581033350 ,[한풍] 은교산 2.3g x 5포,"4,000",6581033350,6581,0333
8806581037471 ,한풍 청폐탕 4g x 5p,"3,000",6581037471,6581,0374
8806581045162 ,한풍 향성파적환 미성 4g x 5p,"3,000",6581045162,6581,0451
8806581050128 ,굿모닝에스 4.8g x 10P,"6,000",6581050128,6581,0501
8806581076630 ,한풍 소청룡탕 4g x 5p,"3,000",6581076630,6581,0766
8806581082563 ,평온액 20ml x 6P,"8,000",6581082563,6581,0825
8806581082921 ,한풍 올가립(평위오령산) 3g x 6P,"3,000",6581082921,6581,0829
8806581083928 ,트로겐 12g x 6p,"5,000",6581083928,6581,0839
8806581086042 ,투엑스비 멀티플 120T,"58,000",6581086042,6581,0860
8806581086639 ,아시원슬림산 90포,"60,000",6581086639,6581,0866
8806581086844 ,천금고 60P(23g x 10P x 6EA),"140,000",6581086844,6581,0868
8806582029110 ,리버타인액[비보존],"150,000",6582029110,6582,0291
8806582029113 ,리버타인액 (품절),"70,000",6582029113,6582,0291
8806582029130 ,리버타인액[비보존],"150,000",6582029130,6582,0291
8806585001423 ,[익수] 취어스 75ml,"4,000",6585001423,6585,0014
8806585002413 ,사향변방환,"10,000",6585002413,6585,0024
8806585002512 ,무스콘변방환,"7,000",6585002512,6585,0025
8806585002628 ,[익수] 용표 우황청심원액(엘무스콘) 50ml,"5,000",6585002628,6585,0026
8806585002727 ,[익수] 용표 우황청심원 현탁액 50ml,"9,000",6585002727,6585,0027
8806585004127 ,공진단 익수 30환,"1,200,000",6585004127,6585,0041
8806585004134 ,공진단 익수 90환,"3,500,000",6585004134,6585,0041
8806585004158 ,익수 공진단 1환,"40,000",6585004158,6585,0041
8806585020417 ,공진단 현탁액 50ml 1병,"40,000",6585020417,6585,0204
8806606002224 ,조아팝 6매입,"3,000",6606002224,6606,0022
8806612118759 ,로얄 알부민 미슬토 플라센타 맥스 25ml x 30v,"60,000",6612118759,6612,1187
8806613000176 ,가쁘레(인삼패독산) 5P,"3,000",6613000176,6613,0001
8806613000664 ,건양탕(반하후박탕) 5P,"3,000",6613000664,6613,0006
8806613020341 ,향성파적환 5P,"3,000",6613020341,6613,0203
8806613022055 ,경혈환(계지복령환) 10P,"5,800",6613022055,6613,0220
8806613023519 ,마이노신 (배농산급탕) 10c,"2,000",6613023519,6613,0235
8806613024660 ,브르럭(청폐탕) 5p,"3,000",6613024660,6613,0246
8806613026176 ,소폐탕(소청룡탕) 5P,"2,500",6613026176,6613,0261
8806613026596 ,스토마큐(반하사심탕) 5P,"3,000",6613026596,6613,0265
8806613027234 ,쎄파렉신캡슐(은교산){20C*50),"150,000",6613027234,6613,0272
8806613027258 ,쎄파렉신캡슐(은교산) 20C,"3,000",6613027258,6613,0272
8806613029474 ,용패탕(용담사간탕) 5P,"3,000",6613029474,6613,0294
8806613030272 ,윤폐탕(맥문동탕) 5P,"3,000",6613030272,6613,0302
8806613030876 ,장통환(정장제) 5P,"3,000",6613030876,6613,0308
8806613032375 ,치감(갈근탕) 5P,"3,000",6613032375,6613,0323
8806613035666 ,소체환 5P,"3,000",6613035666,6613,0356
8806613046822 ,플레인(당귀수산) 120P,"50,000",6613046822,6613,0468
8806613048819 ,스토마큐(반하사심탕) 10T,"2,000",6613048819,6613,0488
8806613048826 ,스토마큐(반하사심탕) 20T,"4,000",6613048826,6613,0488
8806613052328 ,센코프액 20ml x 5P,"3,000",6613052328,6613,0523
8806613052724 ,소렉신(구풍해독탕) 5P,"3,500",6613052724,6613,0527
8806613052731 ,소렉신(구풍해독탕) 10P,"6,000",6613052731,6613,0527
8806613055312 ,이치원(청위산) 20C,"3,000",6613055312,6613,0553
8806613058634 ,경방 패독산 5P,"3,000",6613058634,6613,0586
8806613064833 ,평심액(천왕보심단) 15ml x 10P,"12,000",6613064833,6613,0648
8806613065922 ,[일양] 마그란 리퀴드 20ml x 6P,"6,000",6613065922,6613,0659
8806613065939 ,[일양] 마그란 리퀴드 20ml x 30P,"30,000",6613065939,6613,0659
8806613066028 ,[일양] 오네론 20ml x 5P,"4,000",6613066028,6613,0660
8806613071237 ,쎄파렉신(은교산) 20g x 5P,"4,000",6613071237,6613,0712
8806613072623 ,[경방] 반하사심탕시럽 20g x 5P,"5,000",6613072623,6613,0726
8806616001712 ,두캅스-에이 10c,"2,500",6616001712,6616,0017
8806616017539 ,헤모퀸탑연질캡슐[GC녹십자],"40,000",6616017539,6616,0175
8806616031511 ,아르텍 10C,"2,000",6616031511,6616,0315
8806616037513 ,기가렉스 10C,"2,000",6616037513,6616,0375
8806616044719 ,클리어딘 10C,"2,000",6616044719,6616,0447
8806631001421 ,굿뉴스 1Kit,"2,000",6631001421,6631,0014
8806638030110 ,밴드 이명래 고약 1g 3매,"4,000",6638030110,6638,0301
8806696022621 ,루비락스 30P,"15,000",6696022621,6696,0226
8806696022638 ,루비락스 과립 180P,"90,000",6696022638,6696,0226
8806696024915 ,월드로신(은교산) 10C,"2,000",6696024915,6696,0249
8806696024939 ,월드로신 20C,"3,500",6696024939,6696,0249
8806696029323 ,요비신 20T,"3,000",6696029323,6696,0293
8806696030015 ,구바파정 20T,"3,500",6696030015,6696,0300
8806696031012 ,배노신 10C,"2,000",6696031012,6696,0310
8806696031036 ,배노신 20C,"3,500",6696031036,6696,0310
8806696032125 ,아이미산 90P,"60,000",6696032125,6696,0321
8806696033610 ,스토마신 10C,"2,000",6696033610,6696,0336
8806702000124 ,멘소래담 로션 100ml,"5,200",6702000124,6702,0001
8806702000131 ,멘소래담 로션 450ml,"16,000",6702000131,6702,0001
8806703040037 ,아프니벤큐 15ml x 12P,"8,000",6703040037,6703,0400
8806703049221 ,비코그린 에스플러스 40T,"8,000",6703049221,6703,0492
8806706002537 ,다이센 90C,"25,000",6706002537,6706,0025
8806706044896 ,에스라진 90T,"35,000",6706044896,6706,0448
8806706045527 ,알룬 90T,"30,000",6706045527,6706,0455
8806706086926 ,세비안,"6,500",6706086926,6706,0869
8806706091913 ,니조랄 2% 100ml,"16,000",6706091913,6706,0919
8806718031976 ,트리겔 10ml x 4P,"2,500",6718031976,6718,0319
8806718034410 ,포타겔 20ml x 6P,"3,500",6718034410,6718,0344
8806718064523 ,대원 콜대원키즈 코프 5ml x 10p,"2,500",6718064523,6718,0645
8806718064622 ,대원 콜대원키즈 펜 5ml x 10p,"3,000",6718064622,6718,0646
8806718064721 ,대원 콜대원키즈 이부펜 5ml x 10p,"3,000",6718064721,6718,0647
8806718065827 ,대원 콜대원키즈 노즈 5ml x 10p,"2,500",6718065827,6718,0658
8806718073525 ,대원 콜대원콜드큐 20ml x 5p,"2,500",6718073525,6718,0735
8806718073624 ,대원 콜대원 코프큐 20ml x 5p,"2,500",6718073624,6718,0736
8806718078223 ,대원 콜대원 나이트 20ml x 5p,"3,000",6718078223,6718,0782
8806718078322 ,대원 콜대원 노즈큐 20ml x 5p,"2,500",6718078322,6718,0783
8806718078629 ,러지엔톡 5ml x 10p,"6,000",6718078629,6718,0786
8806718080424 ,대원 콜대원키즈 콜드에스 10ml x 10p,"3,000",6718080424,6718,0804
8806723000165 ,니코레트껌 2mg 30개,"10,000",6723000165,6723,0001
8806723000172 ,니코레트껌 2mg 스타터팩 105개,"33,000",6723000172,6723,0001
8806723000240 ,니코레트껌 4mg 30개,"12,000",6723000240,6723,0002
8806723001223 ,니코레트패치 10mg 7매,"11,000",6723001223,6723,0012
8806723001322 ,니코레트패치 15mg 7매,"12,000",6723001322,6723,0013
8806723001421 ,니코레트패치 25mg 7매,"13,000",6723001421,6723,0014
8806723001537 ,로게인5% 폼에어로졸 60g x 3캔,"70,000",6723001537,6723,0015
8806723001728 ,한국 어린이 타이레놀산 160mg/12P,"4,500",6723001728,6723,0017
8806723001827 ,한국 타이레놀산 500mg/12P,"6,000",6723001827,6723,0018
8806723002114 ,[켄뷰] 우먼스 타이레놀 10T,"2,900",6723002114,6723,0021
8806723002213 ,한국 타이레놀콜드-에스/10T,"2,500",6723002213,6723,0022
8806723002329 ,한국 타이레놀정 500mg/10T,"2,500",6723002329,6723,0023
8806723002336 ,한국 타이레놀 500mg/30T,"7,000",6723002336,6723,0023
8806723002343 ,한국 타이레놀 500mg/110T,"23,500",6723002343,6723,0023
8806723002411 ,한국 타이레놀 이알서방정 650mg/6T,"1,800",6723002411,6723,0024
8806723002527 ,[켄뷰] 어린이 타이레놀 현탁액 100ml,"5,700",6723002527,6723,0025
8806741020220 ,[옵투스] 오에수 트레할로스 0.5ml x 30관,"6,000",6741020220,6741,0202
8806749004420 ,[메나리니] 풀케어 네일라카 6.6ml,"32,000",6749004420,6749,0044
8806754000226 ,서근령약교포 24매,"8,000",6754000226,6754,0002
88067749004420 ,풀케어 6.6ml,"25,000",67749004420,6774,9004
8806786020612 ,코코스탑 나잘스프레이 18ml,"5,000",6786020612,6786,0206
8806789011211 ,"크린클관류제 1,000ml","1,800",6789011211,6789,0112
8806789011358 ,크린클관류제 20ml × 20EA,"9,000",6789011358,6789,0113
8806796014816 ,에이치코 연질캡슐 10C,"1,000",6796014816,6796,0148
8806796015011 ,에이치코프 연질캡슐 10C,"1,000",6796015011,6796,0150
8806804000817 ,구미 포비돈 요오드 (25ml),"1,000",6804000817,6804,0008
8806876001026 ,포텐시에이터액 10ml*20AMP,"60,000",6876001026,6876,0010
8806890016310 ,[광동] 이바파정 20T,"3,000",6890016310,6890,0163
8806890016815 ,[광동] 락토그린 10T,"2,000",6890016815,6890,0168
8806948001725 ,콘투락투벡스 20g,"35,000",6948001725,6948,0017
8807001111009 ,올리브3 24P,"34,900",7001111009,7001,1110
8807001111191 ,올리브3 10P,"16,900",7001111191,7001,1111
8807007353670 ,모스케어싹 80ml,"8,000",7007353670,7007,3536
8807494000224 ,멸균연고면봉 30EA,"2,000",7494000224,7494,0002
8808641357925 ,로얄 알부민 미슬토 플라센타 맥스 25ml x 60v,"120,000",8641357925,8641,3579
8809001237093 ,원기소 멀티바이오틱스,"21,000",9001237093,9001,2370
8809001239981 ,유한m 100달톤 콜라겐 120P(60P x 2EA),"60,000",9001239981,9001,2399
8809001579124 ,[네오] 소프트 일반형 콘돔(Plain-P),"4,000",9001579124,9001,5791
8809001579223 ,[네오] 소프트 돌출형 콘돔(Dots-D),"6,400",9001579223,9001,5792
8809001579322 ,[네오] 소프트 나선형 콘돔(Spirals-S),"5,600",9001579322,9001,5793
8809001579421 ,[네오] 소프트 49형 콘돔(49mmWidth),"4,800",9001579421,9001,5794
8809001579520 ,[네오] 소프트 슬림형 콘돔((P-Type),"7,200",9001579520,9001,5795
8809001579551 ,[네오] 소프트 프리미엄 초박형 콘돔,"8,000",9001579551,9001,5795
8809034584683 ,아세톤 100ml,"1,200",9034584683,9034,5846
8809034589800 8809034589800,핑크퐁베이비파우더,"9,000",90345898008809034589800,9034,5898
8809059505106 ,이지템 귀 적외선 체온계(BT-020),"38,000",9059505106,9059,5051
